year,Home Team,Away Team,Home Team Goals,Away Team Goals
1999,Bordeaux,Bastia,3,2
1999,Monaco,St Etienne,2,2
1999,Auxerre,Nancy,2,1
1999,Lyon,Montpellier,1,2
1999,Marseille,Sedan,3,0
1999,Metz,Rennes,0,0
1999,Nantes,Le Havre,1,0
1999,Paris SG,Troyes,1,0
1999,Strasbourg,Lens,1,0
1999,Le Havre,Marseille,0,0
1999,Troyes,Lyon,1,2
1999,Bastia,Strasbourg,3,0
1999,Lens,Monaco,1,0
1999,Sedan,Nancy,3,1
1999,St Etienne,Nantes,0,2
1999,Metz,Auxerre,3,0
1999,Montpellier,Bordeaux,2,2
1999,Rennes,Paris SG,1,3
1999,Auxerre,Sedan,3,1
1999,Bordeaux,Troyes,4,0
1999,Monaco,Bastia,4,0
1999,Nancy,Le Havre,3,0
1999,Nantes,Lens,0,1
1999,Paris SG,Metz,2,1
1999,Strasbourg,Montpellier,2,0
1999,Lyon,Rennes,2,2
1999,Marseille,St Etienne,3,3
1999,Le Havre,Sedan,2,1
1999,Metz,Lyon,0,1
1999,Montpellier,Monaco,2,3
1999,Paris SG,Auxerre,1,1
1999,Rennes,Bordeaux,2,1
1999,St Etienne,Nancy,2,1
1999,Troyes,Strasbourg,2,1
1999,Bastia,Nantes,2,1
1999,Lens,Marseille,0,0
1999,Auxerre,Le Havre,2,1
1999,Bordeaux,Metz,0,0
1999,Marseille,Bastia,1,1
1999,Nancy,Lens,2,1
1999,Nantes,Montpellier,3,0
1999,Sedan,St Etienne,3,2
1999,Strasbourg,Rennes,2,1
1999,Lyon,Paris SG,1,0
1999,Monaco,Troyes,3,0
1999,Bastia,Nancy,1,1
1999,Lens,Sedan,0,3
1999,Lyon,Auxerre,0,0
1999,Metz,Strasbourg,0,0
1999,Montpellier,Marseille,3,1
1999,St Etienne,Le Havre,3,3
1999,Troyes,Nantes,1,0
1999,Paris SG,Bordeaux,2,1
1999,Rennes,Monaco,2,1
1999,Auxerre,St Etienne,2,1
1999,Bordeaux,Lyon,1,3
1999,Le Havre,Lens,1,1
1999,Marseille,Troyes,1,0
1999,Monaco,Metz,2,2
1999,Nancy,Montpellier,1,2
1999,Nantes,Rennes,3,0
1999,Sedan,Bastia,2,0
1999,Strasbourg,Paris SG,1,1
1999,Bastia,Le Havre,1,1
1999,Bordeaux,Auxerre,1,0
1999,Lyon,Strasbourg,0,0
1999,Metz,Nantes,2,1
1999,Montpellier,Sedan,1,1
1999,Paris SG,Monaco,0,3
1999,Troyes,Nancy,2,0
1999,Lens,St Etienne,0,2
1999,Rennes,Marseille,1,2
1999,Le Havre,Montpellier,2,1
1999,Marseille,Metz,1,1
1999,Nancy,Rennes,3,0
1999,Sedan,Troyes,2,1
1999,St Etienne,Bastia,1,1
1999,Strasbourg,Bordeaux,2,2
1999,Auxerre,Lens,3,2
1999,Monaco,Lyon,1,0
1999,Nantes,Paris SG,0,4
1999,Lyon,Nantes,2,0
1999,Paris SG,Marseille,0,2
1999,Bastia,Lens,2,0
1999,Bordeaux,Monaco,3,2
1999,Metz,Nancy,2,2
1999,Montpellier,St Etienne,0,1
1999,Rennes,Sedan,5,0
1999,Strasbourg,Auxerre,1,3
1999,Troyes,Le Havre,3,1
1999,Marseille,Lyon,0,1
1999,Auxerre,Bastia,3,1
1999,Le Havre,Rennes,0,1
1999,Lens,Montpellier,1,0
1999,Monaco,Strasbourg,3,0
1999,Nancy,Paris SG,1,1
1999,Nantes,Bordeaux,0,1
1999,St Etienne,Troyes,1,0
1999,Sedan,Metz,0,2
1999,Nantes,Monaco,0,3
1999,Sedan,Lyon,2,0
1999,Bordeaux,Marseille,2,1
1999,Rennes,St Etienne,4,1
1999,Lyon,Nancy,2,1
1999,Metz,Le Havre,3,0
1999,Montpellier,Bastia,1,1
1999,Paris SG,Sedan,3,2
1999,Strasbourg,Nantes,3,2
1999,Troyes,Lens,0,1
1999,Auxerre,Montpellier,2,1
1999,Bastia,Troyes,5,0
1999,Le Havre,Paris SG,3,1
1999,Marseille,Strasbourg,4,1
1999,Nancy,Bordeaux,2,2
1999,St Etienne,Metz,2,0
1999,Lens,Rennes,1,1
1999,Bordeaux,Sedan,1,1
1999,Paris SG,St Etienne,2,0
1999,Rennes,Bastia,0,0
1999,Strasbourg,Nancy,0,2
1999,Lyon,Le Havre,3,0
1999,Metz,Lens,0,0
1999,Monaco,Marseille,1,1
1999,Nantes,Auxerre,3,1
1999,Troyes,Montpellier,2,1
1999,Sedan,Strasbourg,2,1
1999,Auxerre,Troyes,0,1
1999,Bastia,Metz,0,0
1999,Le Havre,Bordeaux,3,0
1999,Lens,Paris SG,3,2
1999,Marseille,Nantes,1,1
1999,Montpellier,Rennes,1,2
1999,Nancy,Monaco,1,2
1999,St Etienne,Lyon,1,1
1999,Bordeaux,St Etienne,1,2
1999,Metz,Montpellier,2,2
1999,Paris SG,Bastia,2,0
1999,Rennes,Troyes,2,2
1999,Strasbourg,Le Havre,0,1
1999,Lyon,Lens,1,0
1999,Marseille,Auxerre,0,1
1999,Monaco,Sedan,2,1
1999,Nantes,Nancy,2,0
1999,Le Havre,Monaco,1,4
1999,Montpellier,Paris SG,0,1
1999,Nancy,Marseille,2,2
1999,Rennes,Auxerre,1,0
1999,St Etienne,Strasbourg,0,1
1999,Troyes,Metz,2,2
1999,Bastia,Lyon,3,0
1999,Lens,Bordeaux,3,3
1999,Sedan,Nantes,0,0
1999,Monaco,Auxerre,2,0
1999,Bordeaux,Montpellier,2,0
1999,Lyon,Troyes,1,3
1999,Marseille,Le Havre,2,0
1999,Nancy,Sedan,0,2
1999,Nantes,St Etienne,0,1
1999,Strasbourg,Bastia,2,0
1999,Auxerre,Metz,1,1
1999,Monaco,Lens,2,0
1999,Paris SG,Rennes,1,0
1999,Le Havre,Nancy,0,1
1999,Montpellier,Strasbourg,1,1
1999,Rennes,Lyon,1,2
1999,Sedan,Auxerre,1,1
1999,Troyes,Bordeaux,2,0
1999,Bastia,Monaco,1,0
1999,Metz,Paris SG,1,3
1999,St Etienne,Marseille,5,1
1999,Lens,Nantes,1,2
1999,Auxerre,Paris SG,1,0
1999,Bordeaux,Rennes,1,0
1999,Lyon,Metz,2,0
1999,Marseille,Lens,1,2
1999,Monaco,Montpellier,1,0
1999,Nancy,St Etienne,1,0
1999,Nantes,Bastia,1,1
1999,Metz,Bordeaux,2,1
1999,Paris SG,Lyon,2,2
1999,Bastia,Marseille,0,0
1999,Le Havre,Auxerre,0,0
1999,Lens,Nancy,0,1
1999,Montpellier,Nantes,3,0
1999,Rennes,Strasbourg,2,1
1999,St Etienne,Sedan,2,3
1999,Troyes,Monaco,1,4
1999,Auxerre,Lyon,2,0
1999,Le Havre,St Etienne,1,0
1999,Monaco,Rennes,3,1
1999,Nancy,Bastia,1,0
1999,Nantes,Troyes,3,0
1999,Sedan,Lens,0,0
1999,Strasbourg,Metz,1,1
1999,Bordeaux,Paris SG,1,1
1999,Marseille,Montpellier,0,0
1999,Sedan,Le Havre,0,1
1999,Strasbourg,Troyes,2,0
1999,Metz,Monaco,1,1
1999,Troyes,Marseille,1,2
1999,Bastia,Sedan,1,0
1999,Lens,Le Havre,4,0
1999,Lyon,Bordeaux,1,1
1999,Montpellier,Nancy,1,0
1999,Paris SG,Strasbourg,4,2
1999,Rennes,Nantes,0,0
1999,St Etienne,Auxerre,0,0
1999,Auxerre,Bordeaux,1,0
1999,Monaco,Paris SG,1,0
1999,Le Havre,Bastia,2,2
1999,Marseille,Rennes,1,1
1999,Nancy,Troyes,1,2
1999,Nantes,Metz,1,3
1999,Sedan,Montpellier,2,1
1999,St Etienne,Lens,0,2
1999,Strasbourg,Lyon,4,2
1999,Bastia,St Etienne,4,0
1999,Bordeaux,Strasbourg,3,0
1999,Lens,Auxerre,2,1
1999,Montpellier,Le Havre,0,0
1999,Paris SG,Nantes,0,0
1999,Rennes,Nancy,3,1
1999,Troyes,Sedan,0,2
1999,Lyon,Monaco,2,1
1999,Metz,Marseille,2,0
1999,Marseille,Paris SG,4,1
1999,Nantes,Lyon,6,1
1999,Auxerre,Strasbourg,0,1
1999,Le Havre,Troyes,2,0
1999,Lens,Bastia,4,0
1999,Monaco,Bordeaux,1,0
1999,Nancy,Metz,0,0
1999,Sedan,Rennes,2,1
1999,St Etienne,Montpellier,5,4
1999,Bastia,Auxerre,2,0
1999,Bordeaux,Nantes,3,0
1999,Lyon,Marseille,2,0
1999,Metz,Sedan,1,1
1999,Montpellier,Lens,1,1
1999,Paris SG,Nancy,1,1
1999,Rennes,Le Havre,2,1
1999,Troyes,St Etienne,0,1
1999,Strasbourg,Monaco,3,2
1999,Bastia,Montpellier,1,0
1999,Le Havre,Metz,1,0
1999,Marseille,Bordeaux,0,2
1999,Nantes,Strasbourg,3,1
1999,Sedan,Paris SG,1,1
1999,St Etienne,Rennes,1,0
1999,Auxerre,Monaco,0,2
1999,Lens,Troyes,0,1
1999,Nancy,Lyon,1,0
1999,Bordeaux,Nancy,2,1
1999,Metz,St Etienne,1,1
1999,Montpellier,Auxerre,2,0
1999,Paris SG,Le Havre,2,1
1999,Strasbourg,Marseille,3,1
1999,Troyes,Bastia,1,0
1999,Lyon,Sedan,2,0
1999,Monaco,Nantes,2,0
1999,Rennes,Lens,3,0
1999,Marseille,Monaco,4,2
1999,Sedan,Bordeaux,0,1
1999,Auxerre,Nantes,1,1
1999,Bastia,Rennes,4,2
1999,Le Havre,Lyon,0,1
1999,Montpellier,Troyes,2,2
1999,Nancy,Strasbourg,2,3
1999,St Etienne,Paris SG,1,1
1999,Lens,Metz,1,0
1999,Lyon,St Etienne,0,0
1999,Paris SG,Lens,4,1
1999,Bordeaux,Le Havre,3,0
1999,Metz,Bastia,1,1
1999,Monaco,Nancy,2,2
1999,Nantes,Marseille,0,0
1999,Rennes,Montpellier,1,3
1999,Strasbourg,Sedan,1,1
1999,Troyes,Auxerre,2,0
1999,Le Havre,Strasbourg,0,1
1999,Lens,Lyon,4,3
1999,Montpellier,Metz,0,1
1999,Nancy,Nantes,2,1
1999,Sedan,Monaco,2,1
1999,St Etienne,Bordeaux,1,2
1999,Troyes,Rennes,1,0
1999,Auxerre,Marseille,2,2
1999,Bastia,Paris SG,1,2
1999,Auxerre,Rennes,4,0
1999,Bordeaux,Lens,1,2
1999,Lyon,Bastia,2,1
1999,Marseille,Nancy,2,2
1999,Metz,Troyes,3,1
1999,Monaco,Le Havre,5,2
1999,Nantes,Sedan,1,0
1999,Paris SG,Montpellier,3,0
1999,Strasbourg,St Etienne,0,1
1999,Bastia,Bordeaux,1,1
1999,Le Havre,Nantes,0,1
1999,Lens,Strasbourg,3,0
1999,Montpellier,Lyon,2,2
1999,Nancy,Auxerre,2,0
1999,Rennes,Metz,2,0
1999,Sedan,Marseille,2,2
1999,St Etienne,Monaco,3,1
1999,Troyes,Paris SG,2,2
2000,Marseille,Troyes,3,1
2000,Paris SG,Strasbourg,3,1
2000,Auxerre,Sedan,0,1
2000,Bordeaux,Metz,1,1
2000,Guingamp,St Etienne,2,2
2000,Lille,Monaco,1,1
2000,Lyon,Rennes,2,2
2000,Nantes,Lens,0,2
2000,Toulouse,Bastia,0,1
2000,Sedan,Lyon,1,1
2000,Monaco,Nantes,2,5
2000,St Etienne,Marseille,3,0
2000,Bastia,Bordeaux,2,0
2000,Lens,Guingamp,3,2
2000,Metz,Auxerre,1,2
2000,Rennes,Paris SG,1,1
2000,Strasbourg,Lille,0,4
2000,Troyes,Toulouse,1,1
2000,Auxerre,Bastia,1,0
2000,Bordeaux,Troyes,2,2
2000,Guingamp,Nantes,0,1
2000,Lille,Rennes,1,0
2000,Lyon,Metz,0,0
2000,Strasbourg,Monaco,1,3
2000,Toulouse,St Etienne,1,1
2000,Marseille,Lens,0,0
2000,Paris SG,Sedan,2,1
2000,Bastia,Lyon,2,0
2000,Lens,Toulouse,2,1
2000,Metz,Paris SG,1,0
2000,Nantes,Marseille,3,2
2000,Rennes,Strasbourg,3,0
2000,Sedan,Lille,1,0
2000,St Etienne,Bordeaux,1,0
2000,Troyes,Auxerre,1,0
2000,Monaco,Guingamp,1,0
2000,Bordeaux,Lens,1,1
2000,Lille,Metz,2,1
2000,Lyon,Troyes,1,0
2000,Marseille,Guingamp,3,1
2000,Rennes,Monaco,1,1
2000,Strasbourg,Sedan,3,2
2000,Toulouse,Nantes,1,1
2000,Auxerre,St Etienne,4,3
2000,Paris SG,Bastia,3,1
2000,Monaco,Marseille,0,2
2000,Bastia,Lille,1,0
2000,Guingamp,Toulouse,2,1
2000,Lens,Auxerre,1,0
2000,Metz,Strasbourg,1,0
2000,Nantes,Bordeaux,0,5
2000,St Etienne,Lyon,2,2
2000,Troyes,Paris SG,5,3
2000,Auxerre,Nantes,2,2
2000,Bordeaux,Guingamp,0,2
2000,Lille,Troyes,1,2
2000,Lyon,Lens,3,0
2000,Paris SG,St Etienne,5,1
2000,Rennes,Metz,0,1
2000,Sedan,Monaco,1,0
2000,Strasbourg,Bastia,1,4
2000,Toulouse,Marseille,2,0
2000,Bastia,Rennes,0,2
2000,Guingamp,Auxerre,1,0
2000,Lens,Paris SG,1,1
2000,Marseille,Bordeaux,0,1
2000,Metz,Sedan,1,0
2000,Monaco,Toulouse,3,0
2000,Troyes,Strasbourg,0,1
2000,Nantes,Lyon,0,1
2000,St Etienne,Lille,1,1
2000,Auxerre,Marseille,0,1
2000,Bordeaux,Toulouse,2,1
2000,Lyon,Guingamp,0,1
2000,Metz,Monaco,1,3
2000,Paris SG,Nantes,2,1
2000,Rennes,Troyes,0,2
2000,Sedan,Bastia,3,3
2000,Strasbourg,St Etienne,3,2
2000,Lille,Lens,2,1
2000,Bastia,Metz,1,0
2000,Guingamp,Paris SG,1,1
2000,Lens,Strasbourg,0,0
2000,Monaco,Bordeaux,2,2
2000,St Etienne,Rennes,0,2
2000,Toulouse,Auxerre,0,1
2000,Troyes,Sedan,1,1
2000,Marseille,Lyon,1,1
2000,Nantes,Lille,0,0
2000,Sedan,Rennes,2,1
2000,Bastia,Monaco,0,2
2000,Paris SG,Marseille,2,0
2000,Lille,Guingamp,1,1
2000,Metz,Troyes,2,2
2000,Rennes,Lens,1,0
2000,Sedan,St Etienne,2,1
2000,Strasbourg,Nantes,0,5
2000,Auxerre,Bordeaux,0,2
2000,Bordeaux,Lyon,1,1
2000,Guingamp,Strasbourg,2,1
2000,Lens,Sedan,1,1
2000,Monaco,Auxerre,1,1
2000,Nantes,Rennes,1,0
2000,St Etienne,Metz,2,0
2000,Toulouse,Paris SG,2,3
2000,Troyes,Bastia,0,0
2000,Marseille,Lille,0,1
2000,Strasbourg,Marseille,1,1
2000,Bastia,St Etienne,0,0
2000,Lille,Toulouse,1,0
2000,Lyon,Auxerre,2,2
2000,Metz,Lens,2,1
2000,Paris SG,Bordeaux,1,2
2000,Rennes,Guingamp,1,2
2000,Sedan,Nantes,2,0
2000,Troyes,Monaco,1,0
2000,Monaco,Lyon,0,2
2000,Auxerre,Paris SG,1,0
2000,Bordeaux,Lille,1,0
2000,Guingamp,Sedan,0,3
2000,Lens,Bastia,4,0
2000,Marseille,Rennes,0,1
2000,Nantes,Metz,2,0
2000,St Etienne,Troyes,4,1
2000,Toulouse,Strasbourg,0,0
2000,St Etienne,Monaco,1,0
2000,Lille,Auxerre,1,1
2000,Metz,Guingamp,1,1
2000,Paris SG,Lyon,1,1
2000,Rennes,Toulouse,1,1
2000,Sedan,Marseille,2,0
2000,Troyes,Lens,1,0
2000,Strasbourg,Bordeaux,0,2
2000,Marseille,Metz,4,1
2000,Guingamp,Bastia,1,0
2000,Lens,St Etienne,0,0
2000,Lyon,Lille,0,1
2000,Monaco,Paris SG,2,0
2000,Nantes,Troyes,4,0
2000,Toulouse,Sedan,2,0
2000,Auxerre,Strasbourg,1,2
2000,Bordeaux,Rennes,3,0
2000,Bastia,Marseille,3,0
2000,Lens,Monaco,4,3
2000,Metz,Toulouse,1,1
2000,Rennes,Auxerre,0,1
2000,Strasbourg,Lyon,0,3
2000,Troyes,Guingamp,0,1
2000,Sedan,Bordeaux,0,0
2000,St Etienne,Nantes,0,2
2000,Guingamp,Lens,0,1
2000,Paris SG,Rennes,0,1
2000,Auxerre,Metz,1,0
2000,Bordeaux,Bastia,0,0
2000,Lille,Strasbourg,1,1
2000,Lyon,Sedan,2,2
2000,Marseille,St Etienne,2,1
2000,Nantes,Monaco,3,1
2000,Toulouse,Troyes,2,1
2000,Bastia,Auxerre,3,1
2000,Metz,Lyon,0,0
2000,Monaco,Strasbourg,1,0
2000,Nantes,Guingamp,2,1
2000,Rennes,Lille,2,0
2000,Sedan,Paris SG,5,1
2000,St Etienne,Toulouse,1,0
2000,Troyes,Bordeaux,1,0
2000,Lens,Marseille,1,0
2000,Auxerre,Troyes,2,2
2000,Guingamp,Monaco,2,2
2000,Lille,Sedan,2,0
2000,Lyon,Bastia,1,0
2000,Paris SG,Metz,1,0
2000,Strasbourg,Rennes,1,1
2000,Toulouse,Lens,1,0
2000,Bordeaux,St Etienne,2,1
2000,Marseille,Nantes,2,0
2000,Bastia,Nantes,3,1
2000,Lille,Paris SG,2,0
2000,Lyon,Toulouse,4,1
2000,Guingamp,Marseille,1,0
2000,Lens,Bordeaux,2,2
2000,Metz,Lille,1,1
2000,Monaco,Rennes,1,2
2000,Sedan,Strasbourg,1,0
2000,St Etienne,Auxerre,2,0
2000,Troyes,Lyon,1,0
2000,Bastia,Paris SG,1,1
2000,Nantes,Toulouse,3,2
2000,Marseille,Monaco,2,1
2000,Auxerre,Lens,3,2
2000,Bordeaux,Nantes,0,2
2000,Lille,Bastia,1,0
2000,Lyon,St Etienne,2,1
2000,Paris SG,Troyes,0,0
2000,Rennes,Sedan,2,0
2000,Toulouse,Guingamp,1,1
2000,Lens,Lyon,0,0
2000,Bastia,Strasbourg,3,1
2000,Guingamp,Bordeaux,1,1
2000,Marseille,Toulouse,1,1
2000,Metz,Rennes,2,2
2000,Monaco,Sedan,1,0
2000,Nantes,Auxerre,1,1
2000,St Etienne,Paris SG,1,0
2000,Troyes,Lille,2,1
2000,Bordeaux,Marseille,3,0
2000,Auxerre,Guingamp,1,1
2000,Lille,St Etienne,4,1
2000,Lyon,Nantes,3,1
2000,Paris SG,Lens,1,0
2000,Rennes,Bastia,1,2
2000,Sedan,Metz,0,0
2000,Strasbourg,Troyes,3,3
2000,Toulouse,Monaco,2,1
2000,Bastia,Sedan,0,1
2000,Guingamp,Lyon,2,3
2000,Marseille,Auxerre,0,1
2000,Monaco,Metz,6,1
2000,Nantes,Paris SG,1,0
2000,St Etienne,Strasbourg,3,3
2000,Toulouse,Bordeaux,1,1
2000,Lens,Lille,0,1
2000,Lyon,Marseille,1,1
2000,Rennes,St Etienne,3,0
2000,Auxerre,Toulouse,2,0
2000,Bordeaux,Monaco,2,1
2000,Lille,Nantes,1,1
2000,Metz,Bastia,3,2
2000,Paris SG,Guingamp,1,3
2000,Sedan,Troyes,2,1
2000,Strasbourg,Lens,1,0
2000,Guingamp,Lille,0,1
2000,Lens,Rennes,1,2
2000,Marseille,Paris SG,1,0
2000,Monaco,Bastia,2,1
2000,St Etienne,Sedan,0,2
2000,Toulouse,Lyon,1,1
2000,Troyes,Metz,3,2
2000,Bordeaux,Auxerre,1,0
2000,Nantes,Strasbourg,1,0
2000,Troyes,Rennes,3,1
2000,Auxerre,Monaco,1,0
2000,Bastia,Troyes,2,2
2000,Lille,Marseille,1,0
2000,Lyon,Bordeaux,2,1
2000,Metz,St Etienne,3,0
2000,Paris SG,Toulouse,3,0
2000,Sedan,Lens,2,2
2000,Strasbourg,Guingamp,0,1
2000,Rennes,Nantes,0,2
2000,Auxerre,Lyon,0,3
2000,Guingamp,Rennes,1,6
2000,Lens,Metz,1,1
2000,Marseille,Strasbourg,0,0
2000,Monaco,Troyes,4,3
2000,Nantes,Sedan,4,1
2000,St Etienne,Bastia,2,1
2000,Toulouse,Lille,0,2
2000,Bordeaux,Paris SG,2,0
2000,Lille,Bordeaux,2,2
2000,Bastia,Lens,1,3
2000,Lyon,Monaco,2,1
2000,Metz,Nantes,1,2
2000,Paris SG,Auxerre,3,0
2000,Rennes,Marseille,2,0
2000,Sedan,Guingamp,2,2
2000,Strasbourg,Toulouse,1,0
2000,Troyes,St Etienne,0,0
2000,Strasbourg,Metz,0,1
2000,Auxerre,Lille,1,1
2000,Bordeaux,Strasbourg,2,1
2000,Guingamp,Metz,1,3
2000,Marseille,Sedan,2,1
2000,Monaco,St Etienne,5,3
2000,Nantes,Bastia,1,0
2000,Toulouse,Rennes,2,0
2000,Lyon,Paris SG,2,0
2000,Bastia,Guingamp,2,0
2000,Lille,Lyon,1,2
2000,Metz,Marseille,1,0
2000,Paris SG,Monaco,1,1
2000,Rennes,Bordeaux,1,2
2000,Sedan,Toulouse,2,3
2000,St Etienne,Lens,1,1
2000,Strasbourg,Auxerre,1,0
2000,Troyes,Nantes,0,1
2000,Lens,Troyes,1,1
2000,Auxerre,Rennes,0,1
2000,Bordeaux,Sedan,2,2
2000,Guingamp,Troyes,1,1
2000,Lyon,Strasbourg,5,0
2000,Marseille,Bastia,2,1
2000,Monaco,Lens,0,0
2000,Nantes,St Etienne,1,0
2000,Paris SG,Lille,2,2
2000,Toulouse,Metz,2,1
2000,Bastia,Toulouse,5,1
2000,Lens,Nantes,1,4
2000,Metz,Bordeaux,2,0
2000,Monaco,Lille,1,2
2000,Rennes,Lyon,3,4
2000,Sedan,Auxerre,1,0
2000,St Etienne,Guingamp,2,2
2000,Strasbourg,Paris SG,1,2
2000,Troyes,Marseille,1,1
2001,Bordeaux,Nantes,2,0
2001,Bastia,Sedan,1,1
2001,Lens,Lyon,2,0
2001,Lorient,Metz,1,0
2001,Monaco,Sochaux,0,1
2001,Montpellier,Marseille,1,1
2001,Paris SG,Lille,0,0
2001,Rennes,Auxerre,0,5
2001,Troyes,Guingamp,3,0
2001,Marseille,Bordeaux,0,0
2001,Auxerre,Paris SG,1,1
2001,Guingamp,Bastia,1,0
2001,Lille,Lorient,3,1
2001,Lyon,Sedan,2,0
2001,Metz,Troyes,2,1
2001,Monaco,Montpellier,0,0
2001,Nantes,Lens,1,2
2001,Sochaux,Rennes,4,3
2001,Bordeaux,Lille,0,0
2001,Lens,Marseille,2,0
2001,Montpellier,Metz,3,0
2001,Paris SG,Sochaux,1,0
2001,Rennes,Monaco,3,0
2001,Sedan,Guingamp,1,1
2001,Troyes,Nantes,0,0
2001,Bastia,Lyon,1,2
2001,Lorient,Auxerre,0,1
2001,Lille,Montpellier,2,1
2001,Lyon,Guingamp,3,0
2001,Marseille,Troyes,0,1
2001,Metz,Lens,0,1
2001,Monaco,Paris SG,2,2
2001,Nantes,Bastia,1,2
2001,Rennes,Bordeaux,1,0
2001,Sochaux,Lorient,2,2
2001,Auxerre,Sedan,2,1
2001,Bastia,Marseille,1,0
2001,Bordeaux,Auxerre,1,1
2001,Guingamp,Nantes,1,0
2001,Lorient,Monaco,2,0
2001,Montpellier,Sochaux,0,0
2001,Paris SG,Rennes,3,0
2001,Sedan,Metz,2,0
2001,Troyes,Lyon,0,2
2001,Lens,Lille,1,1
2001,Auxerre,Montpellier,1,0
2001,Lille,Guingamp,1,0
2001,Marseille,Lyon,0,0
2001,Metz,Bastia,0,1
2001,Monaco,Troyes,2,0
2001,Nantes,Sedan,1,1
2001,Paris SG,Lens,2,2
2001,Rennes,Lorient,1,1
2001,Sochaux,Bordeaux,2,0
2001,Bastia,Auxerre,0,1
2001,Guingamp,Metz,0,2
2001,Lens,Sochaux,3,0
2001,Lorient,Paris SG,1,1
2001,Lyon,Nantes,4,1
2001,Montpellier,Rennes,0,0
2001,Troyes,Lille,0,1
2001,Bordeaux,Monaco,0,0
2001,Sedan,Marseille,1,1
2001,Paris SG,Montpellier,0,0
2001,Auxerre,Guingamp,2,2
2001,Lille,Bastia,2,1
2001,Marseille,Nantes,2,0
2001,Metz,Lyon,2,0
2001,Monaco,Lens,3,0
2001,Rennes,Troyes,0,1
2001,Lorient,Bordeaux,0,2
2001,Sochaux,Sedan,3,0
2001,Bastia,Monaco,1,0
2001,Guingamp,Marseille,1,0
2001,Lens,Auxerre,1,1
2001,Lyon,Rennes,4,0
2001,Montpellier,Lorient,1,3
2001,Nantes,Metz,0,0
2001,Bordeaux,Paris SG,1,0
2001,Sedan,Lille,1,1
2001,Troyes,Sochaux,2,2
2001,Auxerre,Troyes,1,3
2001,Lille,Nantes,1,0
2001,Lorient,Lens,2,3
2001,Metz,Marseille,0,2
2001,Monaco,Sedan,2,0
2001,Montpellier,Bordeaux,0,0
2001,Rennes,Guingamp,2,1
2001,Sochaux,Bastia,4,1
2001,Paris SG,Lyon,2,2
2001,Bastia,Rennes,1,2
2001,Guingamp,Monaco,2,1
2001,Lens,Montpellier,2,0
2001,Lyon,Sochaux,1,1
2001,Marseille,Lille,0,0
2001,Nantes,Auxerre,2,2
2001,Bordeaux,Metz,1,0
2001,Sedan,Paris SG,1,2
2001,Troyes,Lorient,4,2
2001,Auxerre,Marseille,2,0
2001,Bordeaux,Sedan,2,1
2001,Lille,Metz,2,0
2001,Lorient,Guingamp,6,2
2001,Monaco,Lyon,2,1
2001,Montpellier,Troyes,2,0
2001,Paris SG,Bastia,1,0
2001,Rennes,Lens,1,2
2001,Sochaux,Nantes,0,1
2001,Bastia,Lorient,3,1
2001,Guingamp,Sochaux,0,0
2001,Marseille,Rennes,2,1
2001,Nantes,Monaco,2,1
2001,Sedan,Montpellier,2,0
2001,Lens,Bordeaux,0,0
2001,Lyon,Lille,4,2
2001,Metz,Auxerre,2,0
2001,Troyes,Paris SG,1,0
2001,Monaco,Marseille,1,1
2001,Auxerre,Lille,2,1
2001,Bordeaux,Troyes,2,3
2001,Lens,Sedan,1,0
2001,Lorient,Lyon,0,3
2001,Montpellier,Bastia,2,1
2001,Paris SG,Guingamp,1,1
2001,Rennes,Nantes,2,0
2001,Sochaux,Metz,2,0
2001,Bastia,Bordeaux,1,2
2001,Guingamp,Montpellier,2,2
2001,Marseille,Sochaux,4,2
2001,Metz,Monaco,1,0
2001,Sedan,Lorient,5,0
2001,Troyes,Lens,1,1
2001,Lille,Rennes,1,0
2001,Lyon,Auxerre,3,0
2001,Nantes,Paris SG,1,2
2001,Bordeaux,Guingamp,2,0
2001,Lens,Bastia,7,0
2001,Lorient,Nantes,1,2
2001,Monaco,Lille,2,2
2001,Montpellier,Lyon,3,0
2001,Rennes,Metz,0,0
2001,Sochaux,Auxerre,1,2
2001,Troyes,Sedan,1,1
2001,Paris SG,Marseille,0,0
2001,Auxerre,Monaco,2,0
2001,Bastia,Troyes,2,0
2001,Guingamp,Lens,1,0
2001,Marseille,Lorient,3,2
2001,Nantes,Montpellier,1,2
2001,Sedan,Rennes,0,0
2001,Lille,Sochaux,1,2
2001,Lyon,Bordeaux,1,0
2001,Metz,Paris SG,0,2
2001,Bordeaux,Marseille,0,0
2001,Lens,Nantes,3,0
2001,Bastia,Guingamp,3,0
2001,Lorient,Lille,2,4
2001,Paris SG,Auxerre,0,0
2001,Rennes,Sochaux,1,1
2001,Sedan,Lyon,2,1
2001,Marseille,Lens,1,2
2001,Guingamp,Sedan,1,2
2001,Monaco,Rennes,3,1
2001,Nantes,Troyes,1,0
2001,Sochaux,Paris SG,0,2
2001,Bastia,Nantes,0,2
2001,Bordeaux,Rennes,2,1
2001,Guingamp,Lyon,2,4
2001,Lorient,Sochaux,1,1
2001,Montpellier,Lille,2,0
2001,Paris SG,Monaco,1,2
2001,Lille,Lens,0,1
2001,Marseille,Bastia,2,2
2001,Monaco,Lorient,1,0
2001,Nantes,Guingamp,2,0
2001,Rennes,Paris SG,1,2
2001,Sochaux,Montpellier,0,1
2001,Auxerre,Lorient,2,2
2001,Lille,Bordeaux,2,2
